Gender,Age,Connect_Date,L_O_S,Dropped_Calls,tariff,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,high Dropped calls,No Usage,target,id
M,62.0,16/01/98,33.333333,2.0,CAT 200,ASAD170,68.0,953.399999,235.0,488.1,16.0,40.0,389.331916,23.132783,14.020588,2.077021,2.5,319.0,1481.499999,4.644201,1870.831915,0.003134796238,MedHigh,281.499999,8.217685,23.132783,139.932357,289.932357,OK,0.154975,0.643537,0.329463,0.027,0.262796,F,F,0,K148200
M,33.0,09/04/99,18.4,2.0,CAT 100,S50,88.0,404.4,60.0,307.2,5.0,10.8,62.575507,12.97196,4.595455,5.12,2.16,153.0,722.4,4.721569,784.975507,0.006535947712,Med,122.4,10.598007,12.97196,31.744612,136.744612,OK,0.174202,0.559801,0.425249,0.01495,0.086622,F,F,0,K297920
F,28.0,14/11/97,35.433333,1.0,CAT 200,ASAD170,383.0,910.2,44.0,389.1,49.0,75.0,191.334167,14.486953,2.376501,8.843182,1.530612,476.0,1374.3,2.887185,1565.634167,0.001050420168,MedHigh,174.3,8.311504,14.486952,71.887202,221.887202,OK,0.141724,0.662301,0.283126,0.054573,0.139223,F,F,0,K121760
F,26.0,12/08/96,50.733333,0.0,CAT 200,WC95,385.0,852.599999,4.0,148.2,0.0,0.0,63.350416,0.0,2.214545,37.05,0.0,389.0,1000.799999,2.572751,1064.150415,0.0,Med,-199.200001,9.259592,0.0,19.005125,169.005125,OK,0.158817,0.851918,0.148082,0.0,0.0633,F,F,0,K307580
F,42.0,06/09/96,49.9,1.0,CAT 100,ASAD170,69.0,413.4,2.0,225.3,52.0,106.0,182.578885,15.267628,5.991304,112.65,2.038462,123.0,744.7,6.054472,927.278885,0.00406504065,Med,144.7,10.551229,15.267628,70.041293,175.041293,OK,0.188769,0.555123,0.302538,0.142339,0.245171,F,F,0,K106530
M,13.0,14/03/97,43.6,15.0,Play 300,SOP20,17.0,138.6,19.0,685.5,1.0,5.5,101.621758,0.0,8.152941,36.078947,5.5,37.0,829.6,22.421622,931.221758,0.2027027027,Med,-970.4,5.842575,0.0,40.648703,118.588703,OK,0.127347,0.167068,0.826302,0.00663,0.122495,T,F,1,K416730
M,16.0,06/09/97,37.733333,1.0,CAT 200,S50,356.0,727.2,333.0,573.0,0.0,0.0,398.844246,7.85524,2.042697,1.720721,0.0,689.0,1300.2,1.887083,1699.044246,0.0007256894049,MedHigh,100.2,7.796493,7.812086,127.46536,277.46536,OK,0.163307,0.559299,0.440701,0.0,0.306756,F,F,1,K171410
F,19.0,15/04/99,18.2,1.0,CAT 100,WC95,183.0,510.6,211.0,397.799999,6.0,29.0,25.367044,35.248114,2.790164,1.885308,4.833333,400.0,937.399999,2.3435,962.767043,0.00125,Med,337.399999,10.446981,35.248114,42.858227,147.858227,OK,0.153576,0.544698,0.424365,0.030937,0.027061,F,F,0,K290000
M,37.0,09/12/97,34.6,0.0,CAT 200,S80,39.0,1024.2,85.0,247.8,1.0,23.4,375.767582,8.541371,26.261538,2.915294,23.4,125.0,1295.4,10.3632,1671.167582,0.0,MedHigh,95.4,8.953219,8.541371,121.271646,271.271646,OK,0.162325,0.790644,0.191292,0.018064,0.290078,F,F,0,K151190
M,31.0,05/08/98,26.633333,1.0,CAT 200,S80,325.0,1060.8,254.0,620.7,7.0,46.8,491.681755,42.62806,3.264,2.443701,6.685714,586.0,1728.3,2.949317,2219.981755,0.0008532423208,MedHigh,528.3,8.068912,42.62806,190.132587,340.132587,OK,0.153214,0.613782,0.359139,0.027079,0.284489,F,F,0,K152680
M,29.0,26/05/97,41.166667,2.0,CAT 200,S50,75.0,839.400001,16.0,120.3,10.0,49.0,330.189096,0.0,11.192,7.51875,4.9,101.0,1008.700001,9.987129,1338.889097,0.009900990099,Med,-191.299999,9.160801,0.0,99.056729,249.056729,OK,0.186017,0.83216,0.119262,0.048577,0.327341,F,F,0,K145080
F,46.0,08/04/97,42.766667,2.0,CAT 200,BS110,33.0,1356.6,95.0,464.4,4.0,14.4,32.458803,55.252173,41.109091,4.888421,3.6,132.0,1835.4,13.904545,1867.858803,0.007575757576,MedHigh,635.4,8.695652,55.252174,64.989815,214.989815,OK,0.1151,0.73913,0.253024,0.007846,0.017685,F,F,0,K247300
F,22.0,26/10/99,11.733333,2.0,CAT 50,BS110,142.0,310.8,10.0,103.8,29.0,64.500002,125.770096,20.573511,2.188732,10.38,2.224138,181.0,479.100002,2.646961,604.870098,0.005524861878,MedLow,179.100002,11.487163,20.57351,58.304539,141.704539,OK,0.234273,0.648716,0.216656,0.134627,0.262513,F,F,0,K373410
F,44.0,22/07/96,51.433333,1.0,Play 100,S50,7.0,18.6,163.0,297.6,20.0,47.5,38.09739,0.0,2.657143,1.825767,2.375,190.0,363.7,1.914211,401.79739,0.002631578947,MedLow,-236.3,6.022821,0.0,15.238956,75.178956,OK,0.187107,0.051141,0.818257,0.130602,0.104749,F,F,1,K220540
F,31.0,13/05/96,53.766667,9.0,Play 300,S80,40.0,246.6,213.0,461.099999,30.0,72.6,132.234871,0.0,6.165,2.164789,2.42,283.0,780.299999,2.757244,912.53487,0.01590106007,Med,-1019.700001,9.268743,0.0,52.893948,130.833948,OK,0.143374,0.316032,0.590927,0.093041,0.169467,F,F,0,K279550
M,52.0,22/03/99,19.0,0.0,CAT 200,ASAD90,407.0,885.600001,208.0,484.2,0.0,0.0,437.050904,15.260272,2.175921,2.327885,0.0,615.0,1369.800001,2.227317,1806.850905,0.0,MedHigh,169.800001,8.232589,13.978936,145.094207,295.094207,OK,0.16332,0.646518,0.353482,0.0,0.319062,F,F,1,K116750
F,30.0,26/10/97,36.066667,0.0,Play 300,WC95,100.0,288.0,345.0,558.600001,24.0,37.800001,10.064782,0.0,2.88,1.61913,1.575,469.0,884.400002,1.885714,894.464784,0.0,Med,-915.599998,9.489824,0.0,4.025913,81.965913,OK,0.091637,0.325645,0.631615,0.042741,0.01138,F,F,0,K391620
M,28.0,20/11/97,35.233333,0.0,CAT 200,S50,495.0,1591.2,251.0,384.6,41.0,72.0,506.165388,75.32826,3.214545,1.532271,1.756098,787.0,2047.8,2.602033,2553.965388,0.0,High,847.8,8.885145,75.32826,227.177876,377.177876,OK,0.147683,0.777029,0.187811,0.03516,0.247175,F,F,0,K141500
F,51.0,18/11/99,10.966667,2.0,Play 100,BS110,19.0,250.800001,24.0,313.800001,7.0,60.0,136.615214,3.205562,13.2,13.075,8.571429,50.0,624.600002,12.492,761.215216,0.02,Med,24.600002,13.03074,3.205562,57.851648,117.791648,OK,0.154742,0.401537,0.502402,0.096061,0.218724,F,F,0,K248710
M,33.0,15/08/98,26.3,0.0,CAT 200,CAS30,524.0,1033.2,51.0,84.600001,61.0,153.500001,171.552753,6.462316,1.971756,1.658824,2.516393,636.0,1271.300002,1.998899,1442.852755,0.0,MedHigh,71.300002,9.063557,6.462316,57.928142,207.928142,OK,0.144109,0.812711,0.066546,0.120743,0.134943,F,F,1,K362010
M,38.0,07/08/99,14.4,8.0,CAT 100,S50,69.0,397.799999,45.0,157.5,9.0,50.4,77.977276,0.659353,5.765217,3.5,5.6,123.0,605.699999,4.92439,683.677275,0.0325203252,Med,5.699999,11.567608,0.659354,24.052536,129.052536,OK,0.188762,0.656761,0.26003,0.08321,0.128739,F,F,0,K351970
F,16.0,15/05/99,17.2,2.0,Play 100,ASAD170,36.0,300.0,244.0,394.799999,4.0,39.6,222.544918,17.700391,8.333333,1.618033,9.9,284.0,734.399999,2.585915,956.944917,0.003521126761,Med,134.399999,13.169935,17.700392,106.718359,166.658359,OK,0.174157,0.408497,0.537582,0.053922,0.30303,F,F,0,K204980
F,21.0,11/08/96,50.766667,14.0,Play 100,S50,55.0,143.400001,155.0,382.8,16.0,25.0,98.605971,0.0,2.607273,2.469677,1.5625,226.0,551.200001,2.438938,649.805972,0.03097345133,Med,-48.799999,10.203193,0.0,39.442388,99.382388,OK,0.152942,0.26016,0.694485,0.045356,0.178893,T,F,1,K413280
F,14.0,01/06/96,53.133333,1.0,CAT 200,ASAD170,448.0,1457.399999,243.0,407.1,13.0,24.0,367.985178,60.991585,3.253125,1.675309,1.846154,704.0,1888.499999,2.682528,2256.485177,0.0007102272727,MedHigh,688.499999,8.858618,60.991584,171.387138,321.387138,OK,0.142428,0.771724,0.215568,0.012708,0.194856,F,F,0,K201400
F,45.0,11/05/97,41.666667,1.0,CAT 200,ASAD170,436.0,854.4,26.0,300.6,9.0,18.0,326.451441,0.0,1.959633,11.561538,2.0,471.0,1173.0,2.490446,1499.451441,0.001061571125,Med,-27.0,8.641944,0.0,97.935432,247.935432,OK,0.165351,0.728389,0.256266,0.015345,0.278305,F,F,0,K112210
M,23.0,16/07/99,15.133333,2.0,CAT 200,S50,256.0,756.600001,37.0,219.9,3.0,65.4,171.897588,0.0,2.955469,5.943243,21.8,296.0,1041.900001,3.519932,1213.797589,0.003378378378,Med,-158.099999,8.630867,0.0,51.569276,201.569276,OK,0.166065,0.726173,0.211057,0.06277,0.164985,F,F,0,K364120
M,52.0,20/12/98,22.066667,0.0,CAT 200,S50,422.0,1174.8,243.0,533.700001,3.0,31.8,271.594511,45.251638,2.783886,2.196296,10.6,668.0,1740.300001,2.60524,2011.894512,0.0,MedHigh,540.300001,8.37528,45.251639,126.729992,276.729992,OK,0.137547,0.675056,0.306671,0.018273,0.156062,F,F,0,K129490
F,21.0,19/12/98,22.1,1.0,Play 100,S50,56.0,141.0,41.0,283.200001,48.0,74.4,35.571948,0.0,2.517857,6.907317,1.55,145.0,498.600001,3.438621,534.171949,0.003448275862,MedLow,-101.399999,10.655836,0.0,14.228779,74.168779,OK,0.138848,0.282792,0.56799,0.149218,0.071344,F,F,1,K218940
F,27.0,04/06/99,16.533333,1.0,Play 100,WC95,30.0,108.599999,214.0,342.0,39.0,78.5,2.882785,0.0,3.62,1.598131,2.012821,283.0,529.099999,1.869611,531.982784,0.001766784452,Med,-70.900001,9.105084,0.0,1.153114,61.093114,OK,0.11484,0.205254,0.646381,0.148365,0.005448,F,F,0,K386020
M,31.0,18/01/97,45.433333,2.0,CAT 200,ASAD170,357.0,1403.4,55.0,371.1,18.0,40.200001,463.060022,54.503942,3.931092,6.747273,2.233333,430.0,1814.700001,4.220233,2277.760023,0.002325581395,MedHigh,614.700001,8.866755,54.503942,193.421949,343.421949,OK,0.150772,0.773351,0.204497,0.022152,0.255172,F,F,0,K134020
F,69.0,08/12/96,46.8,7.0,CAT 100,WC95,238.0,682.799999,41.0,180.0,3.0,28.8,23.18481,36.911144,2.868908,4.390244,9.6,282.0,891.599999,3.161702,914.784809,0.01241134752,Med,291.599999,12.658143,36.911144,43.866587,148.866587,OK,0.162734,0.765814,0.201884,0.032301,0.026004,F,F,0,K289990
M,31.0,22/09/99,12.866667,1.0,CAT 100,S50,23.0,334.200001,43.0,273.0,4.0,23.4,48.063211,3.151713,14.530435,6.348837,5.85,70.0,630.600001,9.008571,678.663212,0.007142857143,Med,30.600001,10.299715,3.151713,17.570676,122.570676,OK,0.180606,0.529971,0.432921,0.037108,0.076218,F,F,1,K234810
F,20.0,17/10/99,12.033333,0.0,Play 300,BS210,61.0,288.599999,246.0,466.5,2.0,13.5,107.471344,0.0,4.731148,1.896341,6.75,309.0,768.599999,2.487379,876.071343,0.0,Med,-1031.400001,10.636222,0.0,42.988538,120.928538,OK,0.138035,0.375488,0.606948,0.017564,0.139827,F,F,0,K279060
F,22.0,05/10/96,48.933333,2.0,CAT 200,ASAD90,578.0,924.6,59.0,260.4,5.0,36.0,351.565819,1.84511,1.599654,4.413559,7.2,642.0,1221.0,1.901869,1572.565819,0.001557632399,Med,21.0,8.786241,1.845111,107.314856,257.314856,OK,0.163627,0.757248,0.213268,0.029484,0.287933,F,F,1,K172430
M,50.0,11/03/99,19.366667,0.0,Play 300,BS210,58.0,161.4,184.0,661.499999,18.0,37.0,119.700537,0.0,2.782759,3.595109,2.055556,260.0,859.899999,3.307308,979.600536,0.0,Med,-940.100001,6.317014,0.0,47.880215,125.820215,OK,0.12844,0.187696,0.769275,0.043028,0.139203,F,F,0,K273300
M,42.0,26/12/99,9.7,2.0,CAT 200,S50,74.0,720.599999,94.0,282.9,0.0,0.0,61.04052,0.0,9.737838,3.009574,0.0,168.0,1003.499999,5.973214,1064.540519,0.005952380952,Med,-196.500001,8.590433,0.0,18.312156,168.312156,OK,0.158108,0.718087,0.281913,0.0,0.060828,F,F,0,K321910
F,59.0,22/01/97,45.3,1.0,CAT 200,BS110,193.0,942.599999,16.0,101.1,32.0,112.200001,38.811739,0.0,4.883938,6.31875,3.50625,241.0,1155.9,4.796266,1194.711739,0.002074688797,Med,-44.1,9.077342,0.0,11.643522,161.643522,OK,0.135299,0.815468,0.087464,0.097067,0.033577,F,F,0,K370260
F,13.0,10/08/99,14.3,2.0,CAT 50,S50,70.0,232.200001,75.0,229.200001,0.0,0.0,105.516321,16.309429,3.317143,3.056,0.0,145.0,461.400002,3.182069,566.916323,0.006896551724,MedLow,161.400002,10.03251,16.192471,47.847367,131.247367,OK,0.231511,0.503251,0.496749,0.0,0.228687,F,F,1,K238720
M,27.0,16/07/96,51.633333,2.0,Play 100,S80,4.0,105.6,47.0,289.8,7.0,30.0,112.028949,0.0,26.4,6.165957,4.285714,58.0,425.4,7.334483,537.428949,0.01724137931,MedLow,-174.6,9.964739,0.0,44.81158,104.75158,OK,0.194912,0.248237,0.681241,0.070522,0.26335,F,F,0,K269320
M,75.0,01/08/97,38.933333,6.0,CAT 200,BS110,752.0,1538.4,193.0,512.4,1.0,55.2,130.037001,78.390939,2.045745,2.654922,55.2,946.0,2106.0,2.226216,2236.037001,0.003171247357,High,906.0,8.652422,78.39094,117.40204,267.40204,OK,0.119587,0.730484,0.243305,0.026211,0.061746,F,F,0,K352820
F,12.0,16/03/98,31.366667,1.0,CAT 200,WC95,457.0,1811.400001,18.0,54.0,36.0,79.5,23.230558,71.933465,3.963676,3.0,2.208333,511.0,1944.900001,3.806067,1968.130559,0.0009784735812,High,744.900001,9.656795,71.933464,78.902631,228.902631,OK,0.116305,0.931359,0.027765,0.040876,0.011944,F,F,0,K364110
F,33.0,10/04/96,54.866667,2.0,CAT 100,WC95,283.0,479.4,32.0,134.1,4.0,45.0,157.293304,7.183906,1.693993,4.190625,11.25,319.0,658.5,2.064263,815.793304,0.003134796238,Med,58.5,12.280182,7.183907,54.371898,159.371898,OK,0.195358,0.728018,0.203645,0.068337,0.238866,F,F,0,K291290
F,30.0,22/01/96,57.5,1.0,CAT 100,ASAD170,69.0,724.8,9.0,18.9,0.0,0.0,247.545589,23.619492,10.504348,2.1,0.0,78.0,743.7,9.534615,991.245589,0.00641025641,Med,143.7,14.745865,21.189808,95.453485,200.453485,OK,0.202224,0.974587,0.025413,0.0,0.332857,F,F,0,K108180
M,18.0,24/03/98,31.1,2.0,CAT 50,S50,6.0,288.6,50.0,94.199999,23.0,43.0,123.643914,14.81651,48.1,1.884,1.869565,79.0,425.799999,5.389873,549.443913,0.01265822785,MedLow,125.799999,11.77783,14.81651,51.909684,135.309684,OK,0.246267,0.677783,0.221231,0.100986,0.29038,F,F,0,K336050
F,15.0,10/11/96,47.733333,6.0,CAT 100,WC95,231.0,634.799999,12.0,296.1,2.0,50.4,173.531879,43.731182,2.748052,24.675,25.2,245.0,981.299999,4.005306,1154.831878,0.01224489796,Med,381.299999,11.46897,43.731181,95.790745,200.790745,OK,0.17387,0.646897,0.301743,0.05136,0.176839,F,F,0,K342980
F,27.0,11/03/98,31.533333,2.0,Play 100,BS210,62.0,229.799999,101.0,277.499999,43.0,66.0,113.200463,0.0,3.706452,2.747525,1.534884,206.0,573.299998,2.78301,686.500461,0.004854368932,Med,-26.700002,13.016745,0.0,45.280185,105.220185,OK,0.15327,0.400837,0.48404,0.115123,0.197454,F,F,0,K272460
F,37.0,03/12/96,46.966667,2.0,CAT 100,S80,351.0,685.199999,7.0,72.3,8.0,32.0,218.107718,25.921535,1.952137,10.328571,4.0,366.0,789.499999,2.157104,1007.607717,0.002732240437,Med,189.499999,13.678911,25.921536,91.353851,196.353851,OK,0.194871,0.867891,0.091577,0.040532,0.276261,F,F,0,K105580
M,26.0,08/09/96,49.833333,2.0,CAT 200,S50,378.0,615.599999,134.0,329.699999,23.0,72.0,37.825827,0.0,1.628571,2.460448,3.130435,535.0,1017.299998,1.901495,1055.125825,0.001869158879,Med,-182.700002,8.025656,0.0,11.347748,161.347748,OK,0.152918,0.605131,0.324093,0.070776,0.037183,F,F,0,K354700
M,24.0,23/05/97,41.266667,2.0,Play 100,S80,73.0,165.0,33.0,425.4,19.0,37.2,128.283584,2.831242,2.260274,12.890909,1.957895,125.0,627.6,5.0208,755.883584,0.008,Med,27.6,10.258126,2.831243,54.144676,114.084676,OK,0.150929,0.262906,0.67782,0.059273,0.204403,F,F,0,K263310
F,13.0,10/11/97,35.566667,2.0,CAT 100,BS110,191.0,304.2,135.0,241.8,16.0,29.4,81.302585,0.0,1.59267,1.791111,1.8375,342.0,575.4,1.682456,656.702585,0.002923976608,Med,-24.6,10.286757,0.0,24.390776,129.390775,OK,0.197031,0.528676,0.420229,0.051095,0.141298,F,F,0,K290170
M,34.0,02/02/99,20.6,4.0,CAT 200,S50,67.0,798.6,157.0,540.900001,7.0,40.0,101.669558,14.170675,11.919403,3.445223,5.714286,231.0,1379.500001,5.971861,1481.169559,0.008658008658,MedHigh,179.500001,7.894527,14.170676,44.671543,194.671543,OK,0.131431,0.578905,0.392099,0.028996,0.0737,F,F,0,K325940
F,40.0,08/06/98,28.566667,9.0,CAT 200,S50,606.0,1106.399999,261.0,449.399999,0.0,0.0,303.776431,31.550998,1.825743,1.721839,0.0,867.0,1555.799998,1.794464,1859.576429,0.005190311419,MedHigh,355.799998,8.555727,30.441276,121.574206,271.574206,OK,0.146041,0.711145,0.288855,0.0,0.195254,F,F,0,K112430
F,21.0,27/05/97,41.133333,9.0,CAT 100,WC95,99.0,324.599999,44.0,179.099999,5.0,21.0,139.019638,0.0,3.278788,4.070455,4.2,148.0,524.699998,3.54527,663.719636,0.03040540541,Med,-75.300002,11.186392,0.0,41.705891,146.705891,OK,0.221036,0.618639,0.341338,0.040023,0.264951,F,F,0,K301740
F,25.0,10/11/97,35.566667,8.0,CAT 200,ASAD90,510.0,1064.4,63.0,398.699999,0.0,0.0,462.465934,27.237914,2.087059,6.328571,0.0,573.0,1463.099999,2.553403,1925.565933,0.006980802792,MedHigh,263.099999,8.637482,22.725215,161.464995,311.464995,OK,0.161752,0.727496,0.272504,0.0,0.316086,F,F,1,K173020
F,42.0,02/11/97,35.833333,0.0,Play 300,WC95,134.0,399.0,42.0,396.3,13.0,29.0,65.499738,0.0,2.977612,9.435714,2.230769,189.0,824.3,4.361376,889.799738,0.0,Med,-975.7,13.133083,0.0,26.199895,104.139895,OK,0.117037,0.484047,0.480772,0.035181,0.079461,F,F,1,K392420
F,23.0,17/08/97,38.4,2.0,CAT 200,WC95,540.0,1212.6,199.0,813.3,14.0,42.0,83.220707,68.84148,2.245556,4.086935,3.0,753.0,2067.9,2.746215,2151.120707,0.001328021248,High,867.9,7.93196,68.84148,93.807693,243.807693,OK,0.11334,0.586392,0.393298,0.02031,0.040244,F,F,0,K308080
M,19.0,04/04/97,42.9,0.0,CAT 100,S50,99.0,336.6,40.0,192.6,2.0,18.0,71.939424,0.0,3.4,4.815,9.0,141.0,547.2,3.880851,619.139424,0.0,Med,-52.8,11.151316,0.0,21.581827,126.581827,OK,0.204448,0.615132,0.351974,0.032895,0.131468,F,F,0,K294780
M,36.0,11/12/96,46.7,9.0,CAT 200,S50,135.0,916.799999,132.0,259.799999,23.0,85.799999,275.685321,5.385855,6.791111,1.968182,3.730435,290.0,1262.399997,4.353103,1538.085318,0.01551724138,Med,62.399997,8.631179,5.385855,88.091452,238.091452,OK,0.154797,0.726236,0.205798,0.067966,0.218382,F,F,0,K137100
M,41.0,22/09/96,49.366667,2.0,CAT 200,CAS30,407.0,1377.600001,149.0,318.299999,4.0,34.8,76.936316,47.65629,3.384767,2.136242,8.7,560.0,1730.7,3.090536,1807.636316,0.001785714286,MedHigh,530.7,8.979893,47.65629,70.737184,220.737184,OK,0.122114,0.795979,0.183914,0.020107,0.044454,F,F,1,K318690
F,38.0,15/02/99,20.166667,2.0,Play 300,CAS60,19.0,242.4,103.0,531.6,12.0,145.199999,40.315813,0.0,12.757895,5.161165,12.1,134.0,919.199999,6.859701,959.515812,0.007462686567,Med,-880.800001,8.065274,0.0,16.126325,94.066325,OK,0.098035,0.263708,0.578329,0.157963,0.04386,F,F,0,K394510
F,29.0,28/01/97,45.1,2.0,Play 100,BS110,27.0,41.399999,19.0,33.899998,16.0,71.399999,32.185847,0.0,1.533333,1.78421,4.4625,62.0,146.699996,2.366129,178.885843,0.01612903226,Low,-453.300004,10.644172,0.0,12.874339,72.814339,OK,0.407044,0.282209,0.231084,0.486708,0.219399,F,F,0,K244460
M,13.0,22/09/98,25.033333,0.0,CAT 200,S50,134.0,1100.399999,25.0,74.399999,13.0,60.0,59.816279,3.290611,8.21194,2.976,4.615385,172.0,1234.799998,7.17907,1294.616277,0.0,Med,34.799998,9.455782,3.290612,21.235496,171.235496,OK,0.132267,0.891156,0.060253,0.048591,0.048442,F,F,0,K366610
M,24.0,15/03/97,43.566667,0.0,CAT 200,S50,598.0,1386.0,99.0,383.400001,27.0,46.0,515.108285,54.261915,2.317726,3.872727,1.703704,724.0,1815.400001,2.507459,2330.508286,0.0,MedHigh,615.400001,8.817341,54.261914,208.794399,358.794399,OK,0.153955,0.763468,0.211193,0.025339,0.283744,F,F,1,K178760
F,45.0,04/09/97,37.8,2.0,Play 100,S50,11.0,100.2,112.0,266.699999,0.0,0.0,9.310293,0.0,9.109091,2.38125,0.0,123.0,366.899999,2.982927,376.210292,0.008130081301,MedLow,-233.100001,10.461979,0.0,3.724117,63.664117,OK,0.169225,0.273099,0.726901,0.0,0.025376,F,F,0,K230220
F,29.0,19/07/96,51.533333,2.0,Play 100,BS110,26.0,45.600001,26.0,215.399999,41.0,112.500001,85.120231,0.0,1.753846,8.284615,2.743902,93.0,373.500001,4.016129,458.620232,0.01075268817,MedLow,-226.499999,7.441767,0.0,34.048092,93.988092,OK,0.204937,0.122088,0.576707,0.301205,0.227899,F,F,1,K214630
M,53.0,23/12/96,46.3,2.0,CAT 100,S50,160.0,415.800001,149.0,234.0,4.0,43.199999,9.352251,10.23,2.59875,1.57047,10.8,313.0,693.0,2.214058,702.352251,0.003194888179,Med,93.0,11.0,10.23,13.035675,118.035675,OK,0.168058,0.6,0.337662,0.062338,0.013495,F,F,0,K288370
F,53.0,03/03/99,19.633333,0.0,Play 300,WC95,59.0,316.2,157.0,379.8,15.0,76.2,39.071193,0.0,5.359322,2.419108,5.08,231.0,772.2,3.342857,811.271193,0.0,Med,-1027.8,11.418026,0.0,15.628477,93.568477,OK,0.115336,0.409479,0.491841,0.098679,0.050597,F,F,0,K392200
M,12.0,06/06/97,40.8,1.0,Play 100,S80,119.0,257.400001,58.0,391.199999,10.0,21.0,70.174117,8.830967,2.163025,6.744828,2.1,187.0,669.6,3.580749,739.774117,0.002673796791,Med,69.6,12.688172,8.830968,36.900615,96.840615,OK,0.130906,0.384409,0.584229,0.031362,0.1048,F,F,0,K378900
F,43.0,21/02/97,44.3,8.0,Play 300,BS210,13.0,251.400001,366.0,560.700001,8.0,15.0,156.308951,0.0,19.338462,1.531967,1.875,387.0,827.100002,2.137209,983.408953,0.01033591731,Med,-972.899998,8.990932,0.0,62.52358,140.46358,OK,0.142833,0.303954,0.677911,0.018136,0.188984,F,F,0,K280520
M,28.0,31/12/98,21.7,11.0,CAT 200,S50,462.0,1172.399999,333.0,637.200001,5.0,55.799999,499.160661,54.180126,2.537662,1.913514,11.16,800.0,1865.399999,2.33175,2364.56066,0.006875,MedHigh,665.399999,8.14249,54.180125,203.928324,353.928324,OK,0.14968,0.628498,0.341589,0.029913,0.267589,F,F,0,K125960
M,14.0,15/04/98,30.366667,8.0,CAT 200,ASAD170,190.0,1030.2,46.0,297.300002,11.0,39.600001,394.032457,14.651043,5.422105,6.463044,3.6,247.0,1367.100003,5.534818,1761.13246,0.01619433198,MedHigh,167.100003,8.76783,14.651044,132.860781,282.860781,OK,0.160613,0.753566,0.217468,0.028966,0.288225,F,F,0,K201590
M,27.0,01/05/99,17.666667,6.0,CAT 50,S50,27.0,247.2,28.0,135.6,11.0,62.499999,30.567473,15.331059,9.155556,4.842857,5.681818,66.0,445.299999,6.74697,475.867472,0.04545454545,MedLow,145.299999,10.551314,15.331059,24.501301,107.901301,OK,0.226747,0.555131,0.304514,0.140355,0.068645,F,F,0,K374900
M,19.0,22/05/97,41.3,1.0,CAT 200,ASAD170,61.0,840.0,187.0,402.600001,21.0,33.5,381.850931,6.309664,13.770492,2.152941,1.595238,269.0,1276.100001,4.743866,1657.950932,0.001858736059,MedHigh,76.100001,8.291278,6.309663,120.864942,270.864942,OK,0.163373,0.658256,0.315493,0.026252,0.299233,F,F,0,K198100
M,15.0,08/07/99,15.4,0.0,CAT 100,BS110,224.0,354.0,5.0,45.0,31.0,115.8,70.158164,0.0,1.580357,9.0,3.735484,260.0,514.8,1.98,584.958164,0.0,Med,-85.2,11.876457,0.0,21.047449,126.047449,OK,0.215481,0.687646,0.087413,0.224942,0.136282,F,F,0,K343320
F,31.0,31/05/98,28.833333,2.0,Play 300,S50,255.0,607.8,296.0,666.6,38.0,61.0,422.728064,0.0,2.383529,2.252027,1.605263,589.0,1335.4,2.267233,1758.128064,0.001697792869,MedHigh,-464.6,12.468324,0.0,169.091226,247.031226,OK,0.140508,0.455145,0.499176,0.045679,0.316555,F,F,0,K161120
M,21.0,21/09/99,12.9,0.0,CAT 200,S50,161.0,616.800001,290.0,526.199999,0.0,0.0,172.700571,0.0,3.831056,1.814483,0.0,451.0,1143.0,2.534368,1315.700571,0.0,Med,-57.0,7.698163,0.0,51.810171,201.810171,OK,0.153386,0.539633,0.460367,0.0,0.151094,F,F,0,K326720
M,17.0,21/06/97,40.3,1.0,CAT 100,BS110,274.0,553.799999,68.0,188.099999,2.0,48.5,103.426825,22.860526,2.021168,2.766176,24.25,344.0,790.399998,2.297674,893.826823,0.001453488372,Med,190.399998,12.006579,22.860526,53.888574,158.888574,OK,0.177762,0.700658,0.237981,0.061361,0.130854,F,F,0,K292090
F,24.0,22/12/98,22.0,1.0,CAT 200,ASAD170,93.0,2070.0,14.0,438.6,5.0,22.499999,217.591237,120.985425,22.258065,31.328571,4.5,112.0,2531.099999,22.599107,2748.691236,0.004464285714,High,1331.099999,9.089131,120.985425,186.262797,336.262797,OK,0.122336,0.817826,0.173284,0.008889,0.085967,F,F,0,K200360
F,25.0,13/04/96,54.766667,1.0,CAT 200,ASAD90,200.0,917.400001,218.0,447.0,49.0,77.400001,460.852841,19.782723,4.587,2.050459,1.579592,467.0,1441.800002,3.087366,1902.652843,0.001070663812,MedHigh,241.800002,8.18144,19.782722,158.038574,308.038574,OK,0.1619,0.636288,0.310029,0.053683,0.319637,F,F,0,K196740
